"","id","observed_on_string","observed_on","time_observed_at","time_zone","out_of_range","user_id","user_login","created_at","updated_at","quality_grade","license","url","image_url","tag_list","description","id_please","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","positional_accuracy","geoprivacy","coordinates_obscured","positioning_method","positioning_device","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","hometown","NLCD_layer","longitude","latitude"
"3499",2988112,"Wed Apr 20 2016 12:38:05 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:38:05 +1200","Pacific Time (US & Canada)","",74669,"amyjaeckerjones","2016-04-21 13:40:44 +1200","2017-12-02 16:58:59 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988112","https://static.inaturalist.org/photos/3435834/medium.jpg?1461202892","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",5,"","false","","","great mullein","Verbascum thapsus","great mullein","Plantae",59029,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","la",21,-118.1658099779,34.2045433587
"3502",2988149,"Wed Apr 20 2016 18:25:01 GMT-0700 (PDT)","2016-04-20","2016-04-21 13:25:01 +1200","Pacific Time (US & Canada)","false",221573,"cmgdl24","2016-04-21 13:43:25 +1200","2017-09-21 02:40:07 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988149","https://static.inaturalist.org/photos/3435860/medium.jpg?1461203010","","","false",4,1,"false",3,"11450 Poema Pl, Chatsworth, CA, US",65,"","false","","","Southern Alligator Lizard","Elgaria multicarinata","Southern Alligator Lizard","Reptilia",32055,"Animalia","Chordata","Reptilia","Squamata","Anguidae","la",22,-118.6067422903,34.2797111237
"3503",2988151,"Wed Apr 20 2016 18:42:56 GMT-0700 (PDT)","2016-04-20","2016-04-21 13:42:56 +1200","Pacific Time (US & Canada)","false",221607,"storkeagle","2016-04-21 13:43:28 +1200","2017-04-13 07:08:34 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988151","https://static.inaturalist.org/photos/3435864/medium.jpg?1461203027","","","false",1,0,"false",3,"North Atlantic Ocean, , , ",65,"","false","","","House Finch","Haemorhous mexicanus","House Finch","Aves",199840,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","la",22,-118.606690402,34.2796223073
"3504",2988155,"Wed Apr 20 2016 12:45:58 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:45:58 +1200","Pacific Time (US & Canada)","",74669,"amyjaeckerjones","2016-04-21 13:43:55 +1200","2017-04-13 07:08:35 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988155","https://static.inaturalist.org/photos/3435883/medium.jpg?1461203100","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",5,"","false","","","goldentop grass","Lamarckia aurea","goldentop grass","Plantae",58379,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",21,-118.1655974967,34.203165751
"3507",2988163,"Wed Apr 20 2016 12:50:24 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:50:24 +1200","Pacific Time (US & Canada)","false",74669,"amyjaeckerjones","2016-04-21 13:44:59 +1200","2017-04-19 17:24:02 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988163","https://static.inaturalist.org/photos/3439072/medium.jpg?1461222893","","","false",2,0,"false",3,"Los Angeles County, US-CA, US",5,"","false","","","California Scrub-Jay","Aphelocoma californica","California Scrub-Jay","Aves",506118,"Animalia","Chordata","Aves","Passeriformes","Corvidae","la",21,-118.1655974967,34.203165751
"3508",2988165,"Wed Apr 20 2016 14:14:42 GMT-0700 (PDT)","2016-04-20","2016-04-21 09:14:42 +1200","Pacific Time (US & Canada)","",74669,"amyjaeckerjones","2016-04-21 13:45:05 +1200","2017-04-13 07:08:37 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988165","https://static.inaturalist.org/photos/3435901/medium.jpg?1461203188","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",5,"","false","","","Petty spurge","Euphorbia peplus","petty spurge","Plantae",57036,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","la",23,-118.0789949187,34.1534816008
"3510",2988170,"Wed Apr 20 2016 18:28:01 GMT-0700 (PDT)","2016-04-20","2016-04-21 13:28:01 +1200","Pacific Time (US & Canada)","false",221573,"cmgdl24","2016-04-21 13:45:14 +1200","2017-04-13 07:08:37 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988170","https://static.inaturalist.org/photos/3435892/medium.jpg?1461203122","","","false",3,0,"false",3,"11450 Poema Pl, Chatsworth, CA, US",40,"","false","","","Coyote","Canis latrans","Coyote","Mammalia",42051,"Animalia","Chordata","Mammalia","Carnivora","Canidae","la",21,-118.6069329338,34.2799522059
"3511",2988175,"Wed Apr 20 2016 14:16:09 GMT-0700 (PDT)","2016-04-20","2016-04-21 09:16:09 +1200","Pacific Time (US & Canada)","",74669,"amyjaeckerjones","2016-04-21 13:46:28 +1200","2017-04-13 07:08:38 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988175","https://static.inaturalist.org/photos/3435908/medium.jpg?1461203221","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",5,"","false","","","Prostrate Sandmat","Euphorbia prostrata","prostrate sandmat","Plantae",200053,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","la",23,-118.0790271052,34.1534610652
"3512",2988179,"Wed Apr 20 2016 14:30:21 GMT-0700 (PDT)","2016-04-20","2016-04-21 09:30:21 +1200","Pacific Time (US & Canada)","",74669,"amyjaeckerjones","2016-04-21 13:46:57 +1200","2017-04-13 07:08:39 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988179","https://static.inaturalist.org/photos/3435912/medium.jpg?1461203256","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",5,"","false","","","Spotted Spurge","Euphorbia maculata","spotted spurge","Plantae",58893,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","la",23,-118.0750461203,34.1514023021
"3513",2988184,"Wed Apr 20 2016 14:44:53 GMT-0700 (PDT)","2016-04-20","2016-04-21 09:44:53 +1200","Pacific Time (US & Canada)","true",74669,"amyjaeckerjones","2016-04-21 13:47:37 +1200","2017-12-01 12:47:52 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988184","https://static.inaturalist.org/photos/3439084/medium.jpg?1461223069","","","false",1,0,"false",3,"Los Angeles County, US-CA, US",5,"obscured","true","","","Fox Squirrel","Sciurus niger","Fox Squirrel","Mammalia",46020,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","la",22,-118.108812523,34.1626686429
"3518",2988320,"2016-04-20 5:21:53 PM PDT","2016-04-20","2016-04-21 12:21:53 +1200","Pacific Time (US & Canada)","",34687,"quantron","2016-04-21 14:04:54 +1200","2018-01-14 09:11:45 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988320","https://static.inaturalist.org/photos/3436162/medium.jpeg?1461204308","","Under coverboard. ","false",1,0,"false",2,"Los Angeles County, US-CA, US",918,"obscured","true","gps","gps","Woodlouse Spider","Dysdera crocata","Woodlouse Spider","Arachnida",68912,"Animalia","Arthropoda","Arachnida","Araneae","Dysderidae","la",23,-118.3662101935,33.874980841
"3520",2988414,"2016-04-20 5:31:47 PM PDT","2016-04-20","2016-04-21 12:31:47 +1200","Pacific Time (US & Canada)","",34687,"quantron","2016-04-21 14:13:33 +1200","2018-01-14 09:11:46 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988414","https://static.inaturalist.org/photos/3436264/medium.jpeg?1461204826","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",918,"obscured","true","gps","gps","Dot-seed Plantain","Plantago erecta","Dot-seed Plantain","Plantae",53177,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","la",23,-118.320890069,33.9495396864
"3524",2988445,"2016-04-20 5:32:35 PM PDT","2016-04-20","2016-04-21 12:32:35 +1200","Pacific Time (US & Canada)","",34687,"quantron","2016-04-21 14:15:51 +1200","2018-01-14 09:11:47 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988445","https://static.inaturalist.org/photos/3436298/medium.jpeg?1461204963","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",918,"obscured","true","gps","gps","Seacliff Wild Buckwheat","Eriogonum parvifolium","Seacliff Wild Buckwheat","Plantae",77018,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","la",24,-118.2414518399,33.9599034033
"3525",2988451,"Wed Apr 20 2016 12:37:03 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:37:03 +1200","Pacific Time (US & Canada)","",17630,"gregpauly","2016-04-21 14:16:22 +1200","2018-01-14 09:11:47 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988451","https://static.inaturalist.org/photos/3436307/medium.jpg?1461204992","","","false",2,0,"false",3,"Exposition Park, Los Angeles, CA, US",5,"","false","","","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","la",21,-118.2880083333,34.01785
"3526",2988460,"Wed Apr 20 2016 12:43:19 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:43:19 +1200","Pacific Time (US & Canada)","",17630,"gregpauly","2016-04-21 14:16:54 +1200","2018-01-14 09:11:48 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988460","https://static.inaturalist.org/photos/3436319/medium.jpg?1461205022","","","false",1,0,"false",3,"Exposition Park, Los Angeles, CA, US",10,"","false","","","Common Pill-bug","Armadillidium vulgare","Common Pill-bug","Animalia",56083,"Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","la",42,-118.287628,34.0177949999999
"3527",2988461,"Wed Apr 20 2016 12:44:39 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:44:39 +1200","Pacific Time (US & Canada)","",17630,"gregpauly","2016-04-21 14:17:03 +1200","2018-01-14 09:11:48 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988461","https://static.inaturalist.org/photos/3436322/medium.jpg?1461205032","","","false",3,0,"false",3,"Exposition Park, Los Angeles, CA, US",5,"","false","","","Milky Slug","Deroceras reticulatum","Milky Slug","Mollusca",124432,"Animalia","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","la",42,-118.287675,34.0176916667
"3528",2988477,"Wed Apr 20 2016 12:23:59 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:23:59 +1200","Pacific Time (US & Canada)","",17630,"gregpauly","2016-04-21 14:17:54 +1200","2018-02-16 05:16:31 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988477","https://static.inaturalist.org/photos/3436341/medium.jpg?1461205078","","","false",2,0,"false",3,"Exposition Park, Los Angeles, CA, US",10,"","false","","","Ligated Furrow Bee","Halictus ligatus","Ligated Furrow Bee","Insecta",154298,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","la",21,-118.2880166667,34.0176555
"3529",2988482,"Wed Apr 20 2016 12:20:23 GMT-0700 (PDT)","2016-04-20","2016-04-21 07:20:23 +1200","Pacific Time (US & Canada)","false",17630,"gregpauly","2016-04-21 14:18:27 +1200","2018-01-14 09:11:50 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988482","https://static.inaturalist.org/photos/3436359/medium.jpg?1461205123","","","false",1,0,"false",3,"Exposition Park, Los Angeles, CA, US",10,"","false","","","Bushtit","Psaltriparus minimus","Bushtit","Aves",7266,"Animalia","Chordata","Aves","Passeriformes","Aegithalidae","la",21,-118.288095,34.0178638333
"3531",2988524,"2016-04-20 5:25:21 PM PDT","2016-04-20","2016-04-21 12:25:21 +1200","Pacific Time (US & Canada)","",34687,"quantron","2016-04-21 14:25:00 +1200","2018-01-14 09:11:50 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988524","https://static.inaturalist.org/photos/3436446/medium.jpeg?1461205514","","","false",2,0,"false",2,"Los Angeles County, US-CA, US",918,"obscured","true","gps","gps","Showy Milkweed","Asclepias speciosa","showy milkweed","Plantae",62292,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","la",23,-118.3144623379,33.9253981806
"3532",2988548,"Wed Apr 20 2016 19:26:42 GMT-0700 (PDT)","2016-04-20","2016-04-21 14:26:42 +1200","Pacific Time (US & Canada)","",217954,"tmono","2016-04-21 14:26:51 +1200","2017-04-13 07:09:07 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988548","https://static.inaturalist.org/photos/3436484/medium.jpg?1461205714","","","false",2,0,"false",3,"Los Angeles County, US-CA, US",65,"","false","","","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","la",23,-117.8299224795,34.1084619031
"3535",2988612,"2016-04-20 5:46:03 PM PDT","2016-04-20","2016-04-21 12:46:03 +1200","Pacific Time (US & Canada)","",34687,"quantron","2016-04-21 14:34:18 +1200","2018-01-14 09:11:51 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988612","https://static.inaturalist.org/photos/3436557/medium.jpeg?1461206068","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",918,"obscured","true","gps","gps","Narrowleaf Milkweed","Asclepias fascicularis","narrowleaf milkweed","Plantae",56851,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","la",24,-118.2789518542,33.8874962516
"3536",2988652,"2016-04-20 5:45:44 PM PDT","2016-04-20","2016-04-21 12:45:44 +1200","Pacific Time (US & Canada)","",34687,"quantron","2016-04-21 14:39:40 +1200","2018-01-14 09:11:51 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988652","https://static.inaturalist.org/photos/3436624/medium.jpg?1461206390","","Seven monarch caterpillars. ","false",1,0,"false",2,"Los Angeles County, US-CA, US",918,"obscured","true","gps","gps","Monarch","Danaus plexippus","Monarch","Insecta",48662,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","la",23,-118.2076188728,33.8820115166
"3545",2988921,"2016-04-20 4:42:15 PM PDT","2016-04-20","2016-04-21 11:42:15 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:28 +1200","2018-01-14 09:11:53 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988921","https://static.inaturalist.org/photos/3436935/medium.jpeg?1461208211","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",6,"","false","gps","gps","Asian Lady Beetle","Harmonia axyridis","Asian Lady Beetle","Insecta",48484,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","la",22,-118.4548392566,34.0732710653
"3546",2988922,"2016-04-20 4:52:45 PM PDT","2016-04-20","2016-04-21 11:52:45 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:29 +1200","2018-01-14 09:11:53 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988922","https://static.inaturalist.org/photos/3436939/medium.jpeg?1461208218","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",32,"","false","","","Convergent Lady Beetle","Hippodamia convergens","Convergent Lady Beetle","Insecta",48987,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","la",22,-118.4548392566,34.0732710653
"3547",2988923,"2016-04-20 5:15:35 PM PDT","2016-04-20","2016-04-21 12:15:35 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:30 +1200","2018-01-14 09:11:54 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988923","https://static.inaturalist.org/photos/3436941/medium.jpeg?1461208228","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",32,"","false","","","Bagrada Bug","Bagrada hilaris","Bagrada Bug","Insecta",152131,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","la",43,-118.4546306028,34.0731014937
"3548",2988927,"2016-04-20 6:19:19 PM PDT","2016-04-20","2016-04-21 13:19:19 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:34 +1200","2018-01-14 09:11:54 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988927","https://static.inaturalist.org/photos/3436959/medium.jpeg?1461208252","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","Pineapple Weed","Matricaria discoidea","pineapple-weed","Plantae",52992,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",21,-118.4171394415,34.0335057489
"3549",2988928,"2016-04-20 6:22:01 PM PDT","2016-04-20","2016-04-21 13:22:01 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:35 +1200","2018-01-14 09:11:55 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988928","https://static.inaturalist.org/photos/3436960/medium.jpeg?1461208255","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",48,"","false","","","Onion Weed","Nothoscordum gracile","Onion Weed","Plantae",78233,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","la",22,-118.4163772477,34.0339622275
"3550",2988929,"2016-04-20 6:22:52 PM PDT","2016-04-20","2016-04-21 13:22:52 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:36 +1200","2018-01-14 09:11:55 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988929","https://static.inaturalist.org/photos/3436961/medium.jpeg?1461208265","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","sweet fennel","Foeniculum vulgare","sweet fennel","Plantae",53052,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","la",22,-118.4166305727,34.0342862118
"3551",2988931,"2016-04-20 6:23:53 PM PDT","2016-04-20","2016-04-21 13:23:53 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:39 +1200","2018-01-14 09:11:55 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988931","https://static.inaturalist.org/photos/3436965/medium.jpeg?1461208280","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","Rescuegrass","Bromus catharticus","Rescue Brome","Plantae",60276,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",23,-118.4164098808,34.0344568914
"3552",2988933,"2016-04-20 6:24:48 PM PDT","2016-04-20","2016-04-21 13:24:48 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:40 +1200","2018-01-14 09:11:56 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988933","https://static.inaturalist.org/photos/3436968/medium.jpeg?1461208289","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","California Poppy","Eschscholzia californica","California poppy","Plantae",48225,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","la",23,-118.4163165691,34.0345386544
"3553",2988934,"2016-04-20 6:25:56 PM PDT","2016-04-20","2016-04-21 13:25:56 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:41 +1200","2018-01-14 09:11:56 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988934","https://static.inaturalist.org/photos/3436974/medium.jpeg?1461208303","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","Arroyo Lupine","Lupinus succulentus","arroyo lupine","Plantae",56759,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","la",22,-118.4163441154,34.0339806002
"3554",2988937,"2016-04-20 6:28:57 PM PDT","2016-04-20","2016-04-21 13:28:57 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:44 +1200","2018-01-14 09:11:56 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988937","https://static.inaturalist.org/photos/3436979/medium.jpeg?1461208320","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","Lesser Swine-cress","Lepidium didymum","Lesser swine-cress","Plantae",60987,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","la",21,-118.4170411712,34.0332728652
"3555",2988938,"2016-04-20 6:29:16 PM PDT","2016-04-20","2016-04-21 13:29:16 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:46 +1200","2018-01-14 09:11:57 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988938","https://static.inaturalist.org/photos/3436983/medium.jpeg?1461208333","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",12,"","false","","","Musky Storksbill","Erodium moschatum","Musk Stork's-bill","Plantae",57092,"Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","la",22,-118.4171917007,34.0334327734
"3556",2988939,"2016-04-20 6:30:02 PM PDT","2016-04-20","2016-04-21 13:30:02 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:49 +1200","2018-01-14 09:11:57 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2988939","https://static.inaturalist.org/photos/3436985/medium.jpeg?1461208337","","","false",3,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","shepherd's purse","Capsella bursa-pastoris","Shepherd's-purse","Plantae",56121,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","la",21,-118.4171982283,34.0335912455
"3557",2988942,"2016-04-20 7:46:49 PM PDT","2016-04-20","2016-04-21 14:46:49 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:51 +1200","2017-07-14 16:45:42 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988942","https://static.inaturalist.org/photos/3436995/medium.jpeg?1461208398","","","false",2,0,"false",2,"Los Angeles County, US-CA, US",12,"","true","gps","gps","Trask's Shoulderband","Helminthoglypta traskii","Trask's Shoulderband","Mollusca",210635,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helminthoglyptidae","la",23,-118.1215950114,34.1692038531
"3558",2988943,"2016-04-20 7:34:46 PM PDT","2016-04-20","2016-04-21 14:34:46 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:53 +1200","2017-04-13 07:09:30 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988943","https://static.inaturalist.org/photos/3436988/medium.jpeg?1461208361","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",12,"","false","","","Arroyo Lupine","Lupinus succulentus","arroyo lupine","Plantae",56759,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","la",22,-118.149655791,34.0563965592
"3559",2988944,"2016-04-20 7:37:20 PM PDT","2016-04-20","2016-04-21 14:37:20 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:54 +1200","2017-04-13 07:09:31 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988944","https://static.inaturalist.org/photos/3436989/medium.jpeg?1461208368","","","false",2,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","Garden Snail","Cornu aspersum","Garden Snail","Mollusca",480298,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","la",22,-118.1496385029,34.056483117
"3560",2988946,"2016-04-20 7:50:30 PM PDT","2016-04-20","2016-04-21 14:50:30 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-21 15:09:57 +1200","2017-04-13 07:09:31 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2988946","https://static.inaturalist.org/photos/3436991/medium.jpeg?1461208379","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",8,"","false","","","Tree Tobacco","Nicotiana glauca","tree tobacco","Plantae",58334,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","la",21,-118.1483255706,34.0577069332
"3566",2989070,"Tue Apr 19 2016 22:50:16 GMT-0700 (PDT)","2016-04-19","2016-04-20 17:50:16 +1200","Pacific Time (US & Canada)","false",206609,"frenemones","2016-04-21 15:32:55 +1200","2018-01-14 09:11:59 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2989070","https://static.inaturalist.org/photos/3437131/medium.jpg?1461209630","","","true",2,0,"false",3,"Occidental College, Los Angeles, CA, US",39,"","false","","","Virginia Opossum","Didelphis virginiana","Virginia Opossum","Mammalia",42652,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","la",22,-118.2104040006,34.126384361
"3569",2989208,"Wed Apr 20 2016 18:01:02 GMT-0700 (PDT)","2016-04-20","2016-04-21 13:01:02 +1200","Pacific Time (US & Canada)","",1850,"bbunny","2016-04-21 15:52:23 +1200","2018-01-14 09:12:02 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2989208","https://static.inaturalist.org/photos/3437320/medium.jpg?1461210748","","on salvia cultivar","false",1,0,"false",3,"Los Angeles County, US-CA, US",25,"obscured","true","","manual","Eucarazzia elegans","Eucarazzia elegans","","Insecta",493234,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","la",23,-118.3175306892,34.0841720309
"3570",2989263,"Wed Apr 20 2016 15:21:06 GMT-0700 (PDT)","2016-04-20","2016-04-21 10:21:06 +1200","Pacific Time (US & Canada)","",146517,"maiz","2016-04-21 15:56:42 +1200","2018-01-14 09:12:04 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2989263","https://static.inaturalist.org/photos/3437384/medium.jpg?1461211082","","Big hive in a sycamore tree","false",1,0,"false",3,"Los Angeles County, US-CA, US",76,"obscured","true","","","Western Honey Bee","Apis mellifera","Western Honey Bee","Insecta",47219,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","la",52,-118.2162307825,34.1777544111
"3571",2989265,"Wed Apr 20 2016 20:54:30 GMT-0700 (PDT)","2016-04-20","2016-04-21 15:54:30 +1200","Pacific Time (US & Canada)","false",221573,"cmgdl24","2016-04-21 15:57:00 +1200","2017-04-13 07:09:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2989265","https://static.inaturalist.org/photos/3437387/medium.jpg?1461211094","","","false",3,1,"false",3,"Devils Canyon Mtwy, Chatsworth, CA, US",84,"","false","","","Mule Deer","Odocoileus hemionus","Mule Deer","Mammalia",42220,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","la",43,-118.6055291145,34.2814274718
"3584",2989558,"Wed Apr 20 2016 20:57:04 GMT-0700 (PDT)","2016-04-20","2016-04-21 15:57:04 +1200","Pacific Time (US & Canada)","true",22542,"npskaty","2016-04-21 16:20:17 +1200","2017-04-13 07:10:46 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2989558","https://static.inaturalist.org/photos/3437658/medium.jpg?1461212421","","","true",1,0,"false",3,"Rocky Oaks, Agoura Hills, CA, US",72,"","false","","","Ensatina","Ensatina eschscholtzii","Ensatina","Amphibia",27250,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","la",52,-118.8133000176,34.0978429693
"3611",2989735,"Sun Apr 17 2016 18:22:17 GMT-0700 (PDT)","2016-04-17","2016-04-18 13:22:17 +1200","Pacific Time (US & Canada)","",217112,"denise16","2016-04-21 16:37:59 +1200","2017-04-13 07:11:20 +1200","research","","http://www.inaturalist.org/observations/2989735","https://static.inaturalist.org/photos/3437824/medium.jpg?1461213570","","","false",1,0,"false",3,"2205–2243 Arroyo Blvd, Pasadena, CA, US",145,"","false","","","Honey Bee","Apis mellifera","Western Honey Bee","Insecta",47219,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","la",21,-118.1676446842,34.1954271909
